t,avg_p_selected,avg_ema,avg_perf_selected,num_agents
0,0.0909090909090909,0.5143125000000001,0.8816666666666667,12
1,0.0909090909090909,0.528578125,0.9550000000000001,12
2,0.0909090909090909,0.54125390625,0.9533333333333333,12
3,0.0909090909090909,0.5526783203125,0.9783333333333334,12
4,0.0909090909090909,0.562714072265625,0.9866666666666667,12
5,0.0909090909090909,0.5713369614257813,0.9866666666666667,12
6,0.0909090909090909,0.578423917211914,0.9733333333333333,12
7,0.0909090909090909,0.5843853296301269,0.9700000000000001,12
8,0.0909090909090909,0.5890494051856079,0.9516666666666667,12
9,0.0909090909090909,0.5930336610744334,0.9533333333333335,12
10,0.0909090909090909,0.5969536119132685,0.9766666666666667,12
11,0.0909090909090909,0.6001647367929448,0.9716666666666667,12
12,0.0909090909090909,0.6029803040517808,0.975,12
13,0.0909090909090909,0.6053707584440137,0.975,12
14,0.0909090909090909,0.6068929224551894,0.9533333333333335,12
15,0.0909090909090909,0.6080048174202443,0.9483333333333334,12
16,0.0909090909090909,0.6089457614738744,0.9500000000000001,12
17,0.0909090909090909,0.6101538972527932,0.9700000000000001,12
18,0.0909090909090909,0.6113822015537631,0.9783333333333334,12
19,0.0909090909090909,0.6122082046540319,0.9666666666666667,12
20,0.0909090909090909,0.6124200295114827,0.945,12
21,0.0909090909090909,0.6128473028625381,0.9583333333333334,12
22,0.0909090909090909,0.6130424296553796,0.9533333333333335,12
23,0.0909090909090909,0.6131291207626283,0.9516666666666667,12
24,0.0909090909090909,0.613497252648234,0.965,12
25,0.0909090909090909,0.6140629425287766,0.975,12
26,0.0909090909090909,0.6133743344827934,0.9216666666666665,12
27,0.0909090909090909,0.61241123986593,0.9083333333333332,12
28,0.0909090909090909,0.5639072805101912,0.8833333333333333,13
29,0.0909090909090909,0.5633096499721241,0.9183333333333333,13
30,0.0909090909090909,0.562851664014767,0.9233333333333333,13
31,0.0909090909090909,0.5611969913356288,0.8650000000000001,13
32,0.0909090909090909,0.5597738528916948,0.87,13
33,0.0909090909090909,0.5578718775220431,0.8433333333333334,13
34,0.0909090909090909,0.5558423779450187,0.8333333333333334,13
35,0.0909090909090909,0.5528211494583941,0.7816666666666667,13
36,0.0909090909090909,0.5501710539627119,0.7883333333333334,13
37,0.0909090909090909,0.5494377035606128,0.8700000000000001,13
38,0.0909090909090909,0.548450253154726,0.8533333333333334,13
39,0.0909090909090909,0.5473634844122863,0.8450000000000001,13
40,0.0909090909090909,0.5457140899555716,0.815,13
41,0.0909090909090909,0.5448787713340307,0.8450000000000001,13
42,0.0909090909090909,0.5439059299929004,0.8333333333333334,13
43,0.0909090909090909,0.5431713225452475,0.84,13
44,0.0909090909090909,0.5430969062147424,0.8649999999999999,13
45,0.0909090909090909,0.5444759600261208,0.9266666666666667,13
46,0.0909090909090909,0.5457225147401513,0.92,13
47,0.0909090909090909,0.5078143181818099,0.9199999999999999,14
48,0.0909090909090909,0.5088314561688242,0.9216666666666667,14
49,0.0909090909090909,0.5095472139339767,0.9066666666666666,14
50,0.0909090909090909,0.5101841794629278,0.9033333333333333,14
51,0.0909090909090909,0.47663167126281164,0.8983333333333334,15
52,0.0909090909090909,0.47760025390672317,0.9250000000000002,15
53,0.0909090909090909,0.47866577137627025,0.9316666666666666,15
54,0.0909090909090909,0.47919701678094084,0.9066666666666666,15
55,0.0909090909090909,0.47934968648602194,0.8916666666666666,15
56,0.0909090909090909,0.48001612240200753,0.9233333333333333,15
57,0.0909090909090909,0.4812948151528175,0.9616666666666666,15
58,0.0909090909090909,0.4826694817687837,0.9733333333333333,15
59,0.0909090909090909,0.48390239283679953,0.9733333333333333,15
60,0.0909090909090909,0.4843448116890574,0.9349999999999999,15
61,0.0909090909090909,0.45479768848138424,0.9533333333333333,16
62,0.0909090909090909,0.4551592852091766,0.9366666666666666,16
63,0.0909090909090909,0.45573851742780014,0.9516666666666667,16
64,0.0909090909090909,0.4556058648136301,0.9116666666666666,16
65,0.0909090909090909,0.45590352675825224,0.9349999999999999,16
66,0.0909090909090909,0.4562815394111811,0.9416666666666668,16
67,0.0909090909090909,0.45651847516617056,0.9400000000000001,16
68,0.0909090909090909,0.4564136205579117,0.9233333333333333,16
69,0.0909090909090909,0.4553515774742249,0.87,16
70,0.0909090909090909,0.42838126197937987,0.9166666666666666,17
71,0.0909090909090909,0.42774858248639447,0.8883333333333333,17
72,0.0909090909090909,0.42747747158402355,0.9083333333333332,17
73,0.0909090909090909,0.4273813410424984,0.9199999999999999,17
74,0.0909090909090909,0.45418710696233977,0.93,16
75,0.0909090909090909,0.4842274214236325,0.9133333333333334,15
76,0.0909090909090909,0.4828521970989765,0.8516666666666667,15
77,0.0909090909090909,0.4823932564230189,0.8966666666666666,15
78,0.0909090909090909,0.4518946262120932,0.9,16
79,0.0909090909090909,0.45163959894694583,0.9,16
80,0.0909090909090909,0.451609284104904,0.9116666666666666,16
81,0.0909090909090909,0.4508241414891684,0.8666666666666667,16
82,0.0909090909090909,0.4506026035991264,0.8966666666666666,16
83,0.0909090909090909,0.45037783805925746,0.895,16
84,0.0909090909090909,0.48033479539594903,0.9049999999999999,15
85,0.0909090909090909,0.48079902053100104,0.935,15
86,0.0909090909090909,0.48070694522912866,0.9016666666666667,15
87,0.0909090909090909,0.4804764590003149,0.8933333333333332,15
88,0.0909090909090909,0.48021610126137887,0.89,15
89,0.0909090909090909,0.4793492416277275,0.855,15
90,0.0909090909090909,0.47935574427245725,0.9,15
91,0.0909090909090909,0.4788290492982553,0.8683333333333333,15
92,0.0909090909090909,0.4790102474590726,0.9049999999999999,15
93,0.0909090909090909,0.4794187103402117,0.92,15
94,0.0909090909090909,0.4798903482336244,0.9266666666666667,15
95,0.0909090909090909,0.48016124044302516,0.9183333333333333,15
96,0.0909090909090909,0.4796181654876825,0.875,15
97,0.0909090909090909,0.5137320197596156,0.895,14
98,0.0909090909090909,0.5141603120337684,0.9233333333333333,14
99,0.0909090909090909,0.5150231699906079,0.9416666666666668,14
